代码,公告,支付金额(元)
603303.SH,2019/5/8,"75,556,436.98"
603157.SH,2019/5/8,
603077.SH,2019/5/8,"399,999,973.90"
603017.SH,2019/5/8,"19,610,002.00"
601666.SH,2019/5/8,"92,951,293.06"
601558.SH,2019/5/8,"1,180,000.00"
601218.SH,2019/5/8,"37,655,900.00"
600986.SH,2019/5/8,"32,003,370.12"
600873.SH,2019/5/8,"19,893,200.00"
600705.SH,2019/5/8,"539,466,881.28"
600611.SH,2019/5/8,
600422.SH,2019/5/8,"7,895,871.41"
600222.SH,2019/5/8,"94,021,931.66"
600090.SH,2019/5/8,
600079.SH,2019/5/8,
300522.SZ,2019/5/8,
300522.SZ,2019/5/8,"8,960,779.20"
300360.SZ,2019/5/8,"39,221,367.64"
300305.SZ,2019/5/8,"43,313,200.00"
300295.SZ,2019/5/8,"20,003,924.69"
300295.SZ,2019/5/8,"11,157,406.74"
300206.SZ,2019/5/8,"15,008,772.85"
300145.SZ,2019/5/8,"111,085,912.53"
300017.SZ,2019/5/8,"65,005,110.61"
002879.SZ,2019/5/8,
002858.SZ,2019/5/8,"4,997,563.00"
002845.SZ,2019/5/8,"9,997,115.00"
002687.SZ,2019/5/8,"28,055,004.32"
002681.SZ,2019/5/8,"89,229,472.89"
002665.SZ,2019/5/8,"22,834,655.56"
002661.SZ,2019/5/8,"19,011,260.22"
002602.SZ,2019/5/8,"998,076,785.15"
002593.SZ,2019/5/8,"10,996,439.00"
002587.SZ,2019/5/8,"27,836,214.61"
002555.SZ,2019/5/8,"301,961,944.30"
002555.SZ,2019/5/8,"201,968,033.13"
002540.SZ,2019/5/8,"79,327,091.33"
002494.SZ,2019/5/8,"37,560,322.00"
002390.SZ,2019/5/8,"259,980,133.58"
002312.SZ,2019/5/8,"39,947,297.35"
002312.SZ,2019/5/8,"50,003,143.10"
002275.SZ,2019/5/8,"88,244,236.27"
002271.SZ,2019/5/8,"351,510,210.88"
002215.SZ,2019/5/8,"100,951,631.10"
002197.SZ,2019/5/8,"27,891,403.45"
002139.SZ,2019/5/8,"24,994,898.65"
002126.SZ,2019/5/8,"29,980,215.98"
002123.SZ,2019/5/8,"106,587,519.86"
002047.SZ,2019/5/8,"90,023,021.66"
002044.SZ,2019/5/8,"104,249,003.80"
002042.SZ,2019/5/8,"599,924,807.86"
000998.SZ,2019/5/8,"204,604,295.67"
000887.SZ,2019/5/8,"82,436,167.58"
000863.SZ,2019/5/8,"56,144,831.15"
000683.SZ,2019/5/8,"661,983,600.00"
603869.SH,2019/5/7,"5,995,357.00"
603839.SH,2019/5/7,"29,632,282.35"
603801.SH,2019/5/7,"44,164,343.44"
603798.SH,2019/5/7,
603777.SH,2019/5/7,"17,883,600.00"
603630.SH,2019/5/7,"43,723,565.72"
603586.SH,2019/5/7,"75,265,669.00"
603558.SH,2019/5/7,"150,002,900.65"
603520.SH,2019/5/7,"7,127,066.20"
603377.SH,2019/5/7,"119,967,262.42"
603203.SH,2019/5/7,"18,952,213.86"
603181.SH,2019/5/7,
603167.SH,2019/5/7,"158,851,982.96"
603158.SH,2019/5/7,"69,194,413.79"
603129.SH,2019/5/7,"12,442,497.86"
603116.SH,2019/5/7,"55,644,037.20"
603110.SH,2019/5/7,"14,995,304.00"
603030.SH,2019/5/7,"69,985,405.30"
603003.SH,2019/5/7,"100,005,575.44"
603001.SH,2019/5/7,"113,930,100.00"
601966.SH,2019/5/7,"180,413,027.00"
601866.SH,2019/5/7,"136,818,964.48"
601669.SH,2019/5/7,"26,357,415.58"
601579.SH,2019/5/7,
601231.SH,2019/5/7,
601218.SH,2019/5/7,"19,536,800.00"
601208.SH,2019/5/7,"24,024,228.00"
601155.SH,2019/5/7,"299,919,300.00"
601126.SH,2019/5/7,"39,993,057.03"
600887.SH,2019/5/7,"46,004,648.56"
600887.SH,2019/5/7,
600811.SH,2019/5/7,"18,923,000.00"
600797.SH,2019/5/7,"22,885,932.79"
600787.SH,2019/5/7,"143,920,900.00"
600771.SH,2019/5/7,"29,067,610.91"
600738.SH,2019/5/7,"29,867,011.42"
600718.SH,2019/5/7,"453,429,094.28"
600705.SH,2019/5/7,"504,052,915.19"
600681.SH,2019/5/7,"81,411,960.00"
600673.SH,2019/5/7,"372,281,300.00"
600661.SH,2019/5/7,"81,498,216.64"
600641.SH,2019/5/7,"199,750,331.39"
600588.SH,2019/5/7,"469,077,017.85"
600586.SH,2019/5/7,"89,369,019.90"
600572.SH,2019/5/7,"585,149,682.93"
600522.SH,2019/5/7,"412,235,376.55"
600482.SH,2019/5/7,"290,547,679.00"
600478.SH,2019/5/7,"24,222,067.15"
600468.SH,2019/5/7,"169,643,281.44"
600438.SH,2019/5/7,
600372.SH,2019/5/7,"30,502,935.25"
600366.SH,2019/5/7,"74,408,094.52"
600352.SH,2019/5/7,"680,933,280.54"
600346.SH,2019/5/7,"1,100,644,651.56"
600337.SH,2019/5/7,"425,792,331.32"
600300.SH,2019/5/7,"128,991,642.00"
600293.SH,2019/5/7,"9,993,556.17"
600285.SH,2019/5/7,"50,011,167.23"
600280.SH,2019/5/7,"18,695,840.40"
600273.SH,2019/5/7,"279,951,710.95"
600232.SH,2019/5/7,"37,170,000.00"
600226.SH,2019/5/7,"19,964,451.91"
600222.SH,2019/5/7,"62,977,739.66"
600211.SH,2019/5/7,"14,221,426.93"
600208.SH,2019/5/7,"280,030,200.00"
600200.SH,2019/5/7,
600190.SH,2019/5/7,"17,453,618.00"
600187.SH,2019/5/7,"93,903,188.26"
600185.SH,2019/5/7,"200,743,100.00"
600166.SH,2019/5/7,"79,805,011.00"
600155.SH,2019/5/7,"175,691,807.35"
600143.SH,2019/5/7,"349,799,796.14"
600067.SH,2019/5/7,"64,948,580.50"
600067.SH,2019/5/7,"124,247,492.73"
600055.SH,2019/5/7,"4,964,800.00"
600052.SH,2019/5/7,
300736.SZ,2019/5/7,"1,380,000.00"
300721.SZ,2019/5/7,"9,246,823.00"
300611.SZ,2019/5/7,"1,960,152.00"
300527.SZ,2019/5/7,"9,993,353.88"
300482.SZ,2019/5/7,"8,485,361.40"
300459.SZ,2019/5/7,"50,833,237.55"
300418.SZ,2019/5/7,"239,776,929.26"
300417.SZ,2019/5/7,"27,991,566.38"
300417.SZ,2019/5/7,"29,508,559.38"
300360.SZ,2019/5/7,"28,376,509.14"
300346.SZ,2019/5/7,"67,611,708.91"
300315.SZ,2019/5/7,"14,663,399.76"
300263.SZ,2019/5/7,"51,890,418.51"
300237.SZ,2019/5/7,"38,985,200.00"
300199.SZ,2019/5/7,"220,708,852.71"
300151.SZ,2019/5/7,
300130.SZ,2019/5/7,"19,880,604.02"
300119.SZ,2019/5/7,"83,454,039.58"
300113.SZ,2019/5/7,"140,306,202.70"
300097.SZ,2019/5/7,"155,500,598.83"
300087.SZ,2019/5/7,"57,603,253.66"
300081.SZ,2019/5/7,"21,044,502.94"
300067.SZ,2019/5/7,"26,951,063.50"
300053.SZ,2019/5/7,"9,781,392.00"
300041.SZ,2019/5/7,"36,095,709.87"
300031.SZ,2019/5/7,"152,058,788.00"
300026.SZ,2019/5/7,"117,128,539.50"
300019.SZ,2019/5/7,"21,510,733.96"
300005.SZ,2019/5/7,"31,119,590.58"
002873.SZ,2019/5/7,"25,498,647.29"
002861.SZ,2019/5/7,"69,699,188.00"
002852.SZ,2019/5/7,"29,867,215.78"
002832.SZ,2019/5/7,"53,824,642.53"
002802.SZ,2019/5/7,"13,072,040.54"
002706.SZ,2019/5/7,"100,085,613.92"
002687.SZ,2019/5/7,"16,446,245.00"
002675.SZ,2019/5/7,
002658.SZ,2019/5/7,"60,735,206.00"
002624.SZ,2019/5/7,"448,546,742.00"
002619.SZ,2019/5/7,"8,917,199.20"
002614.SZ,2019/5/7,"51,515,500.00"
002611.SZ,2019/5/7,"136,931,300.00"
002610.SZ,2019/5/7,
002582.SZ,2019/5/7,"102,045,416.12"
002572.SZ,2019/5/7,"202,178,530.09"
002568.SZ,2019/5/7,"12,913,220.50"
002564.SZ,2019/5/7,"33,999,975.27"
002559.SZ,2019/5/7,"34,316,324.00"
002558.SZ,2019/5/7,"438,278,196.55"
002515.SZ,2019/5/7,"171,409,894.81"
002485.SZ,2019/5/7,
002479.SZ,2019/5/7,"4,999,039.50"
002457.SZ,2019/5/7,"39,951,526.53"
002439.SZ,2019/5/7,"99,981,018.68"
002422.SZ,2019/5/7,"85,459,333.23"
002413.SZ,2019/5/7,"100,879,229.58"
002405.SZ,2019/5/7,"30,001,482.59"
002397.SZ,2019/5/7,"48,190,445.97"
002388.SZ,2019/5/7,"6,601,047.00"
002369.SZ,2019/5/7,"12,256,105.09"
002365.SZ,2019/5/7,"5,198,166.00"
002361.SZ,2019/5/7,"46,328,096.13"
002350.SZ,2019/5/7,"64,404,572.45"
002339.SZ,2019/5/7,
002322.SZ,2019/5/7,"49,997,013.62"
002317.SZ,2019/5/7,"100,009,162.08"
002279.SZ,2019/5/7,"24,818,161.38"
002273.SZ,2019/5/7,"100,060,995.44"
002261.SZ,2019/5/7,
002242.SZ,2019/5/7,
002221.SZ,2019/5/7,"428,121,575.91"
002206.SZ,2019/5/7,"139,944,149.21"
002203.SZ,2019/5/7,"290,001,080.97"
002194.SZ,2019/5/7,"39,197,729.18"
002179.SZ,2019/5/7,"11,776,930.10"
002172.SZ,2019/5/7,"44,177,973.48"
002148.SZ,2019/5/7,"52,880,923.86"
002145.SZ,2019/5/7,"29,963,338.00"
002138.SZ,2019/5/7,"33,661,475.18"
002127.SZ,2019/5/7,"69,547,067.12"
002121.SZ,2019/5/7,
002111.SZ,2019/5/7,"49,544,673.73"
002104.SZ,2019/5/7,"46,010,428.76"
002085.SZ,2019/5/7,"114,827,579.54"
002084.SZ,2019/5/7,"82,887,562.00"
002083.SZ,2019/5/7,"131,329,500.00"
002050.SZ,2019/5/7,"198,820,007.66"
002044.SZ,2019/5/7,"97,429,322.00"
002027.SZ,2019/5/7,"1,270,165,400.00"
002024.SZ,2019/5/7,"542,392,700.00"
002014.SZ,2019/5/7,"36,945,022.92"
002013.SZ,2019/5/7,"27,424,781.13"
002002.SZ,2019/5/7,"40,068,985.35"
001979.SZ,2019/5/7,"2,119,319,576.23"
000990.SZ,2019/5/7,"455,007,801.64"
000989.SZ,2019/5/7,"356,279,964.38"
000976.SZ,2019/5/7,"6,697,798.12"
000976.SZ,2019/5/7,"9,179,482.12"
000975.SZ,2019/5/7,"218,818,077.30"
000960.SZ,2019/5/7,"103,470,615.24"
000925.SZ,2019/5/7,"19,985,165.96"
000889.SZ,2019/5/7,"14,419,071.98"
000861.SZ,2019/5/7,"1,503,577.00"
000821.SZ,2019/5/7,"128,745,712.48"
000720.SZ,2019/5/7,"16,118,198.88"
000718.SZ,2019/5/7,"555,286,450.42"
000709.SZ,2019/5/7,"32,850,000.00"
000688.SZ,2019/5/7,"217,975,324.00"
000667.SZ,2019/5/7,"129,973,137.00"
000615.SZ,2019/5/7,"70,122,108.81"
000598.SZ,2019/5/7,"9,708,737.00"
000582.SZ,2019/5/7,"37,475,096.98"
000540.SZ,2019/5/7,"18,306,573.85"
000538.SZ,2019/5/7,"4,597,415.00"
000426.SZ,2019/5/7,"199,875,800.00"
000333.SZ,2019/5/7,"855,786,862.34"
000158.SZ,2019/5/7,"97,139,547.85"
000030.SZ,2019/5/7,"189,938,922.74"
603901.SH,2019/5/6,"30,992,250.02"
603858.SH,2019/5/6,"500,030,102.71"
603819.SH,2019/5/6,"29,103,198.32"
603727.SH,2019/5/6,"44,372,890.48"
603716.SH,2019/5/6,"47,997,776.42"
603579.SH,2019/5/6,"6,006,593.05"
601137.SH,2019/5/6,"100,186,428.40"
600803.SH,2019/5/6,"134,963,717.25"
600510.SH,2019/5/6,"139,834,649.75"
300665.SZ,2019/5/6,"5,915,500.00"
300625.SZ,2019/5/6,"32,405,264.52"
300617.SZ,2019/5/6,"50,498,174.11"
300609.SZ,2019/5/6,"30,098,074.77"
300497.SZ,2019/5/6,"69,858,967.50"
300469.SZ,2019/5/6,"14,997,799.42"
300448.SZ,2019/5/6,"39,989,292.82"
300440.SZ,2019/5/6,"40,014,284.00"
300438.SZ,2019/5/6,"15,543,056.44"
300416.SZ,2019/5/6,"58,163,095.25"
300415.SZ,2019/5/6,"33,713,310.21"
300400.SZ,2019/5/6,"39,764,488.60"
300400.SZ,2019/5/6,"47,933,878.60"
300396.SZ,2019/5/6,"25,094,447.40"
300393.SZ,2019/5/6,"99,604,690.29"
300373.SZ,2019/5/6,"24,683,692.00"
300339.SZ,2019/5/6,"162,744,801.00"
300326.SZ,2019/5/6,"30,087,906.25"
300297.SZ,2019/5/6,
300296.SZ,2019/5/6,"147,701,565.44"
300294.SZ,2019/5/6,"199,963,593.69"
300289.SZ,2019/5/6,"19,369,745.68"
300279.SZ,2019/5/6,"29,993,739.40"
300259.SZ,2019/5/6,"11,021,946.72"
300252.SZ,2019/5/6,"4,069,000.00"
300234.SZ,2019/5/6,"89,134,119.57"
300231.SZ,2019/5/6,"93,261,347.85"
300224.SZ,2019/5/6,"54,637,445.28"
300221.SZ,2019/5/6,"15,465,686.99"
300214.SZ,2019/5/6,"6,313,792.00"
300207.SZ,2019/5/6,
300204.SZ,2019/5/6,"67,544,386.67"
300203.SZ,2019/5/6,"161,972,758.79"
300196.SZ,2019/5/6,"57,574,675.35"
300195.SZ,2019/5/6,"115,113,619.61"
300193.SZ,2019/5/6,"61,881,049.23"
300138.SZ,2019/5/6,"10,611,611.54"
300118.SZ,2019/5/6,"130,201,571.56"
300054.SZ,2019/5/6,"300,705,176.62"
300049.SZ,2019/5/6,"66,987,539.59"
300039.SZ,2019/5/6,"35,182,783.88"
300003.SZ,2019/5/6,"221,597,800.00"
002900.SZ,2019/5/6,"64,315,223.74"
002820.SZ,2019/5/6,"42,007,922.76"
002733.SZ,2019/5/6,
002712.SZ,2019/5/6,"35,484,821.40"
002626.SZ,2019/5/6,"22,523,193.63"
002605.SZ,2019/5/6,
002603.SZ,2019/5/6,"98,921,930.27"
002599.SZ,2019/5/6,"81,015,396.14"
002591.SZ,2019/5/6,"6,955,746.96"
002562.SZ,2019/5/6,"29,997,182.48"
002520.SZ,2019/5/6,"109,951,188.24"
002519.SZ,2019/5/6,"37,620,876.33"
002516.SZ,2019/5/6,"96,730,222.06"
002503.SZ,2019/5/6,"116,034,054.45"
002455.SZ,2019/5/6,"65,006,867.30"
002448.SZ,2019/5/6,"88,186,163.23"
002444.SZ,2019/5/6,"105,492,690.23"
002429.SZ,2019/5/6,"36,842,558.50"
002408.SZ,2019/5/6,
002367.SZ,2019/5/6,"29,691,098.22"
002355.SZ,2019/5/6,"30,184,780.52"
002347.SZ,2019/5/6,"5,998,351.00"
002327.SZ,2019/5/6,"100,003,152.49"
002308.SZ,2019/5/6,"29,999,484.26"
002301.SZ,2019/5/6,"106,441,869.58"
002229.SZ,2019/5/6,"8,858,611.29"
002179.SZ,2019/5/6,"8,178,815.20"
002169.SZ,2019/5/6,"62,612,408.00"
002132.SZ,2019/5/6,"72,773,499.57"
002089.SZ,2019/5/6,"9,998,502.60"
002056.SZ,2019/5/6,"109,112,723.13"
002020.SZ,2019/5/6,"373,211,940.00"
002013.SZ,2019/5/6,
000903.SZ,2019/5/6,"100,005,627.18"
000902.SZ,2019/5/6,"127,341,475.18"
000876.SZ,2019/5/6,"558,370,676.90"
000683.SZ,2019/5/6,"619,707,000.00"
000672.SZ,2019/5/6,"174,010,797.50"
000516.SZ,2019/5/6,"199,927,126.77"
000100.SZ,2019/5/6,"777,967,296.99"
000056.SZ,2019/5/6,"4,999,469.04"
000008.SZ,2019/5/6,"8,887,415.52"
603779.SH,2019/5/1,"6,799,815.00"
603699.SH,2019/5/1,"42,748,124.28"
603688.SH,2019/5/1,"49,976,343.00"
603556.SH,2019/5/1,"120,235,200.00"
603378.SH,2019/5/1,
603128.SH,2019/5/1,"126,672,922.34"
601886.SH,2019/5/1,"156,910,287.91"
601636.SH,2019/5/1,"200,324,500.00"
600530.SH,2019/5/1,
600469.SH,2019/5/1,"30,670,240.90"
600398.SH,2019/5/1,"338,362,537.95"
600373.SH,2019/5/1,"10,023,823.45"
600372.SH,2019/5/1,
600251.SH,2019/5/1,"43,001,700.00"
600216.SH,2019/5/1,"59,976,676.48"
600197.SH,2019/5/1,"11,944,216.98"
600114.SH,2019/5/1,"99,081,600.00"
603322.SH,2019/4/30,"17,120,000.00"
603319.SH,2019/4/30,"30,093,000.00"
601318.SH,2019/4/30,
300482.SZ,2019/4/30,
300421.SZ,2019/4/30,"40,999,185.67"
300378.SZ,2019/4/30,
300295.SZ,2019/4/30,"8,997,332.60"
300207.SZ,2019/4/30,
300168.SZ,2019/4/30,"29,984,265.25"
002791.SZ,2019/4/30,"99,965,688.29"
002706.SZ,2019/4/30,"98,124,736.92"
002042.SZ,2019/4/30,"588,117,091.86"
000008.SZ,2019/4/30,"7,145,779.52"
600211.SH,2019/4/27,"5,320,435.62"
600114.SH,2019/4/27,"70,972,200.00"
300236.SZ,2019/4/26,"39,986,206.90"
002511.SZ,2019/4/26,
002365.SZ,2019/4/26,"5,198,166.00"
603801.SH,2019/4/25,"44,164,343.44"
300707.SZ,2019/4/25,"11,468,616.00"
002610.SZ,2019/4/25,
002381.SZ,2019/4/25,"112,604,847.48"
002100.SZ,2019/4/25,"29,983,499.44"
000998.SZ,2019/4/25,"204,604,295.67"
601666.SH,2019/4/24,"15,276,893.00"
000718.SZ,2019/4/23,"499,363,044.91"
603798.SH,2019/4/20,
300250.SZ,2019/4/20,"41,143,272.44"
002879.SZ,2019/4/20,
002032.SZ,2019/4/20,
300608.SZ,2019/4/19,"3,997,624.96"
002909.SZ,2019/4/19,"30,884,551.40"
600070.SH,2019/4/18,"100,217,900.00"
600887.SH,2019/4/17,
000709.SZ,2019/4/17,
603157.SH,2019/4/13,
601901.SH,2019/4/12,"57,805,900.00"
601555.SH,2019/4/12,"19,218,836.00"
601008.SH,2019/4/12,"34,151,900.00"
600366.SH,2019/4/12,"68,353,264.52"
300736.SZ,2019/4/12,
300263.SZ,2019/4/12,"16,804,252.00"
002658.SZ,2019/4/12,"51,383,845.12"
002555.SZ,2019/4/12,"116,113,041.13"
002123.SZ,2019/4/12,"106,587,519.86"
002024.SZ,2019/4/12,"265,605,500.00"
603167.SH,2019/4/11,"141,955,352.06"
600673.SH,2019/4/11,"372,281,300.00"
600392.SH,2019/4/11,"21,438,234.05"
600067.SH,2019/4/11,"1,710,667.00"
300522.SZ,2019/4/11,
603520.SH,2019/4/10,"7,127,066.20"
603303.SH,2019/4/10,"57,058,983.42"
603116.SH,2019/4/10,"49,508,909.80"
600366.SH,2019/4/10,"44,721,852.33"
600346.SH,2019/4/10,"1,100,644,651.56"
600280.SH,2019/4/10,"18,695,840.40"
300168.SZ,2019/4/10,"29,984,265.25"
002448.SZ,2019/4/10,"88,186,163.23"
600392.SH,2019/4/9,"21,438,234.05"
002833.SZ,2019/4/9,"40,001,737.54"
002719.SZ,2019/4/9,"35,920,356.80"
002448.SZ,2019/4/9,"83,898,853.23"
002422.SZ,2019/4/9,"85,459,333.23"
002388.SZ,2019/4/9,"6,601,047.00"
002352.SZ,2019/4/9,"395,000,000.00"
002169.SZ,2019/4/9,"44,763,253.00"
002448.SZ,2019/4/8,"41,242,748.28"
603879.SH,2019/4/5,"30,115,694.19"
603377.SH,2019/4/5,"59,536,268.91"
603017.SH,2019/4/5,"3,487,900.00"
601669.SH,2019/4/5,"6,050,917.58"
600787.SH,2019/4/5,"136,680,000.00"
600611.SH,2019/4/5,
600226.SH,2019/4/5,"19,964,451.91"
600185.SH,2019/4/5,"125,550,000.00"
300041.SZ,2019/4/5,
603869.SH,2019/4/4,"2,869,930.00"
603788.SH,2019/4/4,"3,548,917.74"
603110.SH,2019/4/4,"14,995,304.00"
601666.SH,2019/4/4,
600986.SH,2019/4/4,"22,002,038.96"
600896.SH,2019/4/4,"30,192,692.00"
600478.SH,2019/4/4,"24,222,067.15"
600422.SH,2019/4/4,"7,894,490.90"
300305.SZ,2019/4/4,"40,000,400.00"
300295.SZ,2019/4/4,
300263.SZ,2019/4/4,"16,804,252.00"
300026.SZ,2019/4/4,"117,128,539.50"
002665.SZ,2019/4/4,"22,834,655.56"
002661.SZ,2019/4/4,"19,011,260.22"
002617.SZ,2019/4/4,"25,094,789.86"
002589.SZ,2019/4/4,
002444.SZ,2019/4/4,"105,492,690.23"
002405.SZ,2019/4/4,"30,001,482.59"
002197.SZ,2019/4/4,"27,891,403.45"
000615.SZ,2019/4/4,"51,685,703.05"
000540.SZ,2019/4/4,"10,500,778.63"
000540.SZ,2019/4/4,"39,743,846.19"
000540.SZ,2019/4/4,"39,743,846.19"
603779.SH,2019/4/3,"6,799,815.00"
603630.SH,2019/4/3,"43,723,565.72"
603586.SH,2019/4/3,"75,265,669.00"
603378.SH,2019/4/3,
603319.SH,2019/4/3,"22,441,300.00"
603203.SH,2019/4/3,"12,989,606.86"
603129.SH,2019/4/3,"12,442,497.86"
603128.SH,2019/4/3,"126,672,922.34"
603003.SH,2019/4/3,"100,005,575.44"
601218.SH,2019/4/3,"10,000,158.30"
601208.SH,2019/4/3,"24,024,228.00"
601137.SH,2019/4/3,"100,186,428.40"
601126.SH,2019/4/3,"39,993,057.03"
600797.SH,2019/4/3,"22,885,932.79"
600718.SH,2019/4/3,"453,429,094.28"
600482.SH,2019/4/3,"284,767,325.00"
600468.SH,2019/4/3,"169,643,281.44"
600410.SH,2019/4/3,"14,997,032.58"
600392.SH,2019/4/3,"21,438,234.05"
600293.SH,2019/4/3,"9,993,556.17"
600232.SH,2019/4/3,"37,170,000.00"
600200.SH,2019/4/3,
600187.SH,2019/4/3,"93,903,188.26"
600166.SH,2019/4/3,
600155.SH,2019/4/3,"173,444,017.35"
600079.SH,2019/4/3,
300665.SZ,2019/4/3,"2,929,000.00"
300611.SZ,2019/4/3,"1,960,152.00"
300418.SZ,2019/4/3,"239,776,929.26"
300373.SZ,2019/4/3,"4,999,519.00"
300360.SZ,2019/4/3,"6,310,330.74"
300315.SZ,2019/4/3,"7,471,199.94"
300296.SZ,2019/4/3,"147,701,565.44"
300270.SZ,2019/4/3,
300250.SZ,2019/4/3,"41,143,272.44"
300207.SZ,2019/4/3,
300199.SZ,2019/4/3,"212,329,657.71"
300151.SZ,2019/4/3,
300145.SZ,2019/4/3,"111,085,912.53"
300130.SZ,2019/4/3,"13,038,416.25"
300123.SZ,2019/4/3,
300119.SZ,2019/4/3,"83,454,039.58"
300067.SZ,2019/4/3,"26,951,063.50"
300054.SZ,2019/4/3,"254,982,478.84"
300053.SZ,2019/4/3,"9,781,392.00"
300019.SZ,2019/4/3,"21,510,733.96"
300003.SZ,2019/4/3,"201,550,100.00"
002873.SZ,2019/4/3,"25,498,647.29"
002858.SZ,2019/4/3,"4,997,563.00"
002845.SZ,2019/4/3,"9,997,115.00"
002832.SZ,2019/4/3,"47,242,455.23"
002791.SZ,2019/4/3,"67,852,592.51"
002791.SZ,2019/4/3,"93,621,990.72"
002751.SZ,2019/4/3,"14,978,179.00"
002719.SZ,2019/4/3,"7,999,371.00"
002706.SZ,2019/4/3,"78,933,119.48"
002699.SZ,2019/4/3,
002687.SZ,2019/4/3,"4,583,470.00"
002675.SZ,2019/4/3,
002624.SZ,2019/4/3,"428,536,059.00"
002614.SZ,2019/4/3,"51,515,500.00"
002605.SZ,2019/4/3,
002602.SZ,2019/4/3,"998,076,785.15"
002593.SZ,2019/4/3,"8,578,052.00"
002591.SZ,2019/4/3,"6,955,746.96"
002582.SZ,2019/4/3,"87,216,916.75"
002568.SZ,2019/4/3,"12,913,220.50"
002564.SZ,2019/4/3,"33,999,975.27"
002494.SZ,2019/4/3,"25,880,962.00"
002479.SZ,2019/4/3,"4,999,039.50"
002439.SZ,2019/4/3,"42,331,106.76"
002429.SZ,2019/4/3,"29,992,427.00"
002390.SZ,2019/4/3,"259,980,133.58"
002361.SZ,2019/4/3,"46,328,096.13"
002355.SZ,2019/4/3,"30,184,780.52"
002352.SZ,2019/4/3,"221,108,280.60"
002347.SZ,2019/4/3,"5,998,351.00"
002261.SZ,2019/4/3,
002242.SZ,2019/4/3,
002221.SZ,2019/4/3,"428,121,575.91"
002215.SZ,2019/4/3,"64,320,863.10"
002126.SZ,2019/4/3,"29,980,215.98"
002123.SZ,2019/4/3,"106,587,519.86"
002089.SZ,2019/4/3,"9,998,502.60"
002047.SZ,2019/4/3,"90,023,021.66"
002044.SZ,2019/4/3,"97,429,322.00"
002042.SZ,2019/4/3,"475,081,965.08"
002032.SZ,2019/4/3,
002027.SZ,2019/4/3,"1,100,167,500.00"
002004.SZ,2019/4/3,"275,676,260.71"
002002.SZ,2019/4/3,"40,068,985.35"
000925.SZ,2019/4/3,"19,985,165.96"
000903.SZ,2019/4/3,"100,005,627.18"
000889.SZ,2019/4/3,"14,419,071.98"
000887.SZ,2019/4/3,"82,436,167.58"
000720.SZ,2019/4/3,"13,055,252.24"
000718.SZ,2019/4/3,"452,612,807.61"
000671.SZ,2019/4/3,"76,591,254.31"
000615.SZ,2019/4/3,"25,973,819.98"
000582.SZ,2019/4/3,"12,634,146.25"
000056.SZ,2019/4/3,"4,999,469.04"
000008.SZ,2019/4/3,
603901.SH,2019/4/2,"30,992,250.02"
603858.SH,2019/4/2,"410,004,575.80"
603839.SH,2019/4/2,"29,632,282.35"
603819.SH,2019/4/2,"29,103,198.32"
603801.SH,2019/4/2,"37,054,077.44"
603777.SH,2019/4/2,"7,238,500.00"
603716.SH,2019/4/2,"47,997,776.42"
603699.SH,2019/4/2,"42,748,124.28"
603688.SH,2019/4/2,"17,897,158.50"
603579.SH,2019/4/2,"2,494,078.43"
603558.SH,2019/4/2,"150,002,900.65"
603556.SH,2019/4/2,"120,235,200.00"
603520.SH,2019/4/2,"7,127,066.20"
603377.SH,2019/4/2,"119,967,262.42"
603322.SH,2019/4/2,"17,120,000.00"
603303.SH,2019/4/2,"29,640,399.22"
603181.SH,2019/4/2,
603167.SH,2019/4/2,"119,946,022.06"
603158.SH,2019/4/2,"67,271,244.59"
603116.SH,2019/4/2,"46,454,646.40"
603077.SH,2019/4/2,"394,851,266.72"
603030.SH,2019/4/2,"69,985,405.30"
603017.SH,2019/4/2,"3,487,900.00"
603001.SH,2019/4/2,"111,484,600.00"
601966.SH,2019/4/2,"180,413,027.00"
601901.SH,2019/4/2,"57,805,900.00"
601886.SH,2019/4/2,"156,910,287.91"
601866.SH,2019/4/2,"136,818,964.48"
601636.SH,2019/4/2,"200,324,500.00"
601579.SH,2019/4/2,
601558.SH,2019/4/2,"1,180,000.00"
601555.SH,2019/4/2,"19,218,836.00"
601231.SH,2019/4/2,
601155.SH,2019/4/2,"299,919,300.00"
601008.SH,2019/4/2,"34,151,900.00"
600873.SH,2019/4/2,"19,893,200.00"
600811.SH,2019/4/2,"18,923,000.00"
600803.SH,2019/4/2,"104,732,849.17"
600787.SH,2019/4/2,"123,377,410.90"
600771.SH,2019/4/2,"26,982,537.91"
600738.SH,2019/4/2,"29,867,011.42"
600681.SH,2019/4/2,"46,125,372.00"
600673.SH,2019/4/2,"372,281,300.00"
600661.SH,2019/4/2,"81,498,216.64"
600586.SH,2019/4/2,"89,369,019.90"
600572.SH,2019/4/2,"585,149,682.93"
600530.SH,2019/4/2,
600522.SH,2019/4/2,"412,235,376.55"
600510.SH,2019/4/2,"139,834,649.75"
600469.SH,2019/4/2,"30,670,240.90"
600438.SH,2019/4/2,
600373.SH,2019/4/2,"10,023,823.45"
600372.SH,2019/4/2,
600366.SH,2019/4/2,"38,594,282.33"
600352.SH,2019/4/2,"680,933,280.54"
600346.SH,2019/4/2,"1,100,644,651.56"
600337.SH,2019/4/2,"416,836,931.32"
600300.SH,2019/4/2,"128,991,642.00"
