代码,公告,支付金额(元)
300209.SZ,2018/12/3,"93,818,594.24"
300203.SZ,2018/12/3,"35,107,063.00"
300196.SZ,2018/12/3,"49,778,939.51"
300195.SZ,2018/12/3,"115,113,619.61"
300193.SZ,2018/12/3,"21,562,048.77"
300159.SZ,2018/12/3,"44,520,665.40"
300137.SZ,2018/12/3,"36,784,843.60"
300125.SZ,2018/12/3,"43,989,214.56"
300115.SZ,2018/12/3,"7,786,439.00"
300113.SZ,2018/12/3,"17,168,849.68"
300095.SZ,2018/12/3,"41,045,985.61"
300061.SZ,2018/12/3,"41,510,101.96"
300031.SZ,2018/12/3,"152,058,788.00"
002861.SZ,2018/12/3,"69,699,188.00"
002845.SZ,2018/12/3,
002516.SZ,2018/12/3,"60,582,495.33"
002503.SZ,2018/12/3,"80,769,658.92"
002360.SZ,2018/12/3,"48,112,170.00"
000672.SZ,2018/12/3,"148,936,758.00"
603779.SH,2018/12/1,
603188.SH,2018/12/1,"53,665,517.29"
601636.SH,2018/12/1,"122,321,500.00"
601208.SH,2018/12/1,
600633.SH,2018/12/1,"153,156,915.43"
600330.SH,2018/12/1,"45,406,860.43"
300421.SZ,2018/12/1,"40,999,185.67"
300138.SZ,2018/12/1,
300049.SZ,2018/12/1,"3,315,946.10"
300019.SZ,2018/12/1,
002884.SZ,2018/12/1,"167,365.00"
002705.SZ,2018/12/1,"63,277,599.86"
002609.SZ,2018/12/1,"249,946,842.82"
002599.SZ,2018/12/1,"52,042,088.17"
002592.SZ,2018/12/1,"211,609,144.00"
002558.SZ,2018/12/1,"856,600.00"
002479.SZ,2018/12/1,
002298.SZ,2018/12/1,"105,511,248.42"
002241.SZ,2018/12/1,"242,413,337.26"
002206.SZ,2018/12/1,"51,303,899.24"
002103.SZ,2018/12/1,"59,075,000.00"
002099.SZ,2018/12/1,"208,493,568.27"
000516.SZ,2018/12/1,
000415.SZ,2018/12/1,
000333.SZ,2018/12/1,"2,799,622,086.00"
603520.SH,2018/11/30,
601058.SH,2018/11/30,"257,946,415.90"
600114.SH,2018/11/30,
300339.SZ,2018/11/30,"9,041,911.00"
300039.SZ,2018/11/30,
002772.SZ,2018/11/30,"51,589,583.82"
002706.SZ,2018/11/30,"359,100.00"
002216.SZ,2018/11/30,"651,731.00"
000990.SZ,2018/11/30,"22,789,511.00"
000718.SZ,2018/11/30,"7,559,078.00"
000560.SZ,2018/11/30,"199,974,923.41"
603858.SH,2018/11/29,"10,626,257.05"
603030.SH,2018/11/29,"35,004,794.91"
601886.SH,2018/11/29,"436,602.54"
600718.SH,2018/11/29,
600572.SH,2018/11/29,"166,584,970.87"
600499.SH,2018/11/29,"81,716,378.19"
600070.SH,2018/11/29,"32,703,747.21"
300690.SZ,2018/11/29,"5,135,315.90"
300204.SZ,2018/11/29,"1,118,471.20"
002831.SZ,2018/11/29,"5,178,120.00"
002413.SZ,2018/11/29,"8,131,736.19"
002139.SZ,2018/11/29,
002044.SZ,2018/11/29,
000538.SZ,2018/11/29,
603158.SH,2018/11/28,"53,061,861.31"
601058.SH,2018/11/28,"147,766,268.90"
600468.SH,2018/11/28,"3,665,301.75"
600318.SH,2018/11/28,"39,218,483.74"
300049.SZ,2018/11/28,
002634.SZ,2018/11/28,
002556.SZ,2018/11/28,"4,828,852.00"
002540.SZ,2018/11/28,"63,423,976.23"
002531.SZ,2018/11/28,
002520.SZ,2018/11/28,"4,001,376.66"
002455.SZ,2018/11/28,"2,169,504.00"
002380.SZ,2018/11/28,"55,455,600.00"
002361.SZ,2018/11/28,
002360.SZ,2018/11/28,"44,004,270.00"
002216.SZ,2018/11/28,
000925.SZ,2018/11/28,
000863.SZ,2018/11/28,
000671.SZ,2018/11/28,
000615.SZ,2018/11/28,"5,535,016.65"
603556.SH,2018/11/27,
603322.SH,2018/11/27,"14,550,000.00"
603203.SH,2018/11/27,
601901.SH,2018/11/27,
600867.SH,2018/11/27,"19,286,888.97"
600392.SH,2018/11/27,"2,735,825.40"
300690.SZ,2018/11/27,
300297.SZ,2018/11/27,
300130.SZ,2018/11/27,
300097.SZ,2018/11/27,"66,559,349.70"
300054.SZ,2018/11/27,"152,854,235.92"
002733.SZ,2018/11/27,
002537.SZ,2018/11/27,"267,511,924.95"
002444.SZ,2018/11/27,"6,166,700.00"
002298.SZ,2018/11/27,"49,795,125.84"
002043.SZ,2018/11/27,"99,988,700.00"
300612.SZ,2018/11/26,"26,834,984.92"
300459.SZ,2018/11/26,"4,848,729.00"
300145.SZ,2018/11/26,"26,675,224.30"
603110.SH,2018/11/24,
600867.SH,2018/11/24,
600699.SH,2018/11/24,"1,801,064,356.53"
600438.SH,2018/11/24,
600373.SH,2018/11/24,
300440.SZ,2018/11/24,"3,054,461.00"
300279.SZ,2018/11/24,
002772.SZ,2018/11/24,"25,561,100.00"
002516.SZ,2018/11/24,"57,299,423.33"
002397.SZ,2018/11/24,"11,750,597.16"
002334.SZ,2018/11/24,"43,776,117.24"
002273.SZ,2018/11/24,"4,030,500.00"
603030.SH,2018/11/23,
601058.SH,2018/11/23,"17,591,975.58"
600143.SH,2018/11/23,
300339.SZ,2018/11/23,
002317.SZ,2018/11/23,"6,568,702.74"
002172.SZ,2018/11/23,
603501.SH,2018/11/22,
603179.SH,2018/11/22,"9,998,589.40"
603077.SH,2018/11/22,
601126.SH,2018/11/22,"9,755,388.92"
600787.SH,2018/11/22,
600346.SH,2018/11/22,"44,232,333.19"
600318.SH,2018/11/22,"11,215,370.10"
600055.SH,2018/11/22,
300145.SZ,2018/11/22,
002439.SZ,2018/11/22,"42,340,429.34"
002364.SZ,2018/11/22,"577,016.38"
002100.SZ,2018/11/22,"12,982,316.00"
002042.SZ,2018/11/22,"12,987,834.42"
603678.SH,2018/11/21,"23,679,836.36"
601155.SH,2018/11/21,"49,519,180.76"
600633.SH,2018/11/21,"111,165,541.93"
600232.SH,2018/11/21,"3,321,335.97"
300582.SZ,2018/11/21,"41,286,408.40"
300440.SZ,2018/11/21,
300346.SZ,2018/11/21,"29,831,563.04"
300286.SZ,2018/11/21,"5,453,804.00"
300138.SZ,2018/11/21,
300053.SZ,2018/11/21,
002681.SZ,2018/11/21,
002602.SZ,2018/11/21,"528,797,636.72"
002520.SZ,2018/11/21,
002422.SZ,2018/11/21,
002317.SZ,2018/11/21,
000990.SZ,2018/11/21,
603716.SH,2018/11/20,
603368.SH,2018/11/20,
300207.SZ,2018/11/20,
002603.SZ,2018/11/20,
300286.SZ,2018/11/19,
300203.SZ,2018/11/19,"15,082,007.00"
002491.SZ,2018/11/19,
002242.SZ,2018/11/19,
603179.SH,2018/11/17,
600738.SH,2018/11/17,
600557.SH,2018/11/17,"6,318,344.88"
600499.SH,2018/11/17,"9,782,891.00"
002635.SZ,2018/11/17,"7,999,715.79"
002385.SZ,2018/11/17,"348,557,553.96"
002349.SZ,2018/11/17,"104,711,834.22"
603001.SH,2018/11/16,"44,488,294.60"
600764.SH,2018/11/16,"4,430,646.35"
300379.SZ,2018/11/16,"150,004,584.16"
300026.SZ,2018/11/16,"5,120,434.00"
002100.SZ,2018/11/16,
000813.SZ,2018/11/16,"194,419,923.05"
603018.SH,2018/11/15,
603017.SH,2018/11/15,"50,870,334.07"
601567.SH,2018/11/15,"114,969,947.00"
600499.SH,2018/11/15,
600337.SH,2018/11/15,"168,251,828.99"
002413.SZ,2018/11/15,
603730.SH,2018/11/14,"6,702,096.63"
603322.SH,2018/11/14,
600510.SH,2018/11/14,"63,097,028.48"
300459.SZ,2018/11/14,
002706.SZ,2018/11/14,
002661.SZ,2018/11/14,"4,954,588.00"
002350.SZ,2018/11/14,"37,155,644.13"
002334.SZ,2018/11/14,"43,776,117.24"
002298.SZ,2018/11/14,"3,818,556.56"
002273.SZ,2018/11/14,
603319.SH,2018/11/13,
603188.SH,2018/11/13,"53,665,517.29"
601155.SH,2018/11/13,
600764.SH,2018/11/13,
300203.SZ,2018/11/13,
300024.SZ,2018/11/13,
300017.SZ,2018/11/13,
002884.SZ,2018/11/13,
002861.SZ,2018/11/13,"46,555,491.00"
002488.SZ,2018/11/13,"70,673,408.37"
002042.SZ,2018/11/13,
000967.SZ,2018/11/13,
000615.SZ,2018/11/13,
300195.SZ,2018/11/12,"115,113,619.61"
300026.SZ,2018/11/12,
002602.SZ,2018/11/12,"212,746,574.91"
603586.SH,2018/11/10,"2,587,400.00"
600797.SH,2018/11/10,
600173.SH,2018/11/10,"91,962,867.89"
002601.SZ,2018/11/10,"563,045,615.59"
000975.SZ,2018/11/10,"175,674,800.94"
603901.SH,2018/11/9,
603776.SH,2018/11/9,"5,828,582.10"
601558.SH,2018/11/9,
002206.SZ,2018/11/9,"1,096,750.00"
002073.SZ,2018/11/9,
000998.SZ,2018/11/9,"6,120,426.00"
603158.SH,2018/11/8,"1,627,800.00"
601886.SH,2018/11/8,
601555.SH,2018/11/8,
300236.SZ,2018/11/8,
002559.SZ,2018/11/8,"26,050,947.00"
002558.SZ,2018/11/8,
002537.SZ,2018/11/8,"130,635,190.04"
002435.SZ,2018/11/8,"64,333,232.00"
002350.SZ,2018/11/8,"21,039,034.88"
000887.SZ,2018/11/8,"50,231,497.72"
000672.SZ,2018/11/8,"110,880,877.00"
600300.SH,2018/11/7,"63,511,359.43"
002020.SZ,2018/11/7,"164,659,300.00"
603678.SH,2018/11/6,"12,976,459.68"
603377.SH,2018/11/6,"19,972,525.34"
600986.SH,2018/11/6,"19,999,451.85"
600400.SH,2018/11/6,"394,152,167.52"
600388.SH,2018/11/6,"59,999,156.73"
600293.SH,2018/11/6,"9,993,556.17"
300582.SZ,2018/11/6,"21,594,449.40"
300118.SZ,2018/11/6,"109,999,709.95"
002456.SZ,2018/11/6,"10,068,578.05"
002397.SZ,2018/11/6,
002385.SZ,2018/11/6,"348,557,553.96"
002308.SZ,2018/11/6,"29,999,484.26"
002104.SZ,2018/11/6,"36,667,081.32"
600173.SH,2018/11/5,"72,782,376.41"
300612.SZ,2018/11/5,"7,960,370.75"
300492.SZ,2018/11/5,"10,023,101.00"
300324.SZ,2018/11/5,"207,652,493.25"
300113.SZ,2018/11/5,"6,469,094.68"
002619.SZ,2018/11/5,"8,917,199.20"
002611.SZ,2018/11/5,"57,051,500.00"
002434.SZ,2018/11/5,"132,004,441.63"
002229.SZ,2018/11/5,"8,858,611.29"
002032.SZ,2018/11/5,
603979.SH,2018/11/3,"41,731,039.61"
603667.SH,2018/11/3,"13,748,872.56"
603180.SH,2018/11/3,"26,562,033.00"
603017.SH,2018/11/3,"48,991,627.24"
603003.SH,2018/11/3,"220,358,830.51"
601388.SH,2018/11/3,"5,305,160.00"
601311.SH,2018/11/3,"50,018,098.76"
600896.SH,2018/11/3,"5,891,978.00"
600811.SH,2018/11/3,
600703.SH,2018/11/3,"282,495,246.83"
600699.SH,2018/11/3,"1,607,461,762.97"
600641.SH,2018/11/3,"78,670,171.00"
600482.SH,2018/11/3,"31,014,268.57"
600478.SH,2018/11/3,
600410.SH,2018/11/3,"14,997,032.58"
600392.SH,2018/11/3,
600351.SH,2018/11/3,"64,988,677.08"
600330.SH,2018/11/3,"18,231,408.90"
600318.SH,2018/11/3,
600232.SH,2018/11/3,
600201.SH,2018/11/3,"40,300,254.20"
600187.SH,2018/11/3,"89,940,683.26"
600155.SH,2018/11/3,"137,420,478.02"
300484.SZ,2018/11/3,"4,905,358.22"
300213.SZ,2018/11/3,"16,523,591.02"
300190.SZ,2018/11/3,"107,422,509.21"
300115.SZ,2018/11/3,"2,686,477.00"
300054.SZ,2018/11/3,"147,789,654.92"
002833.SZ,2018/11/3,
002775.SZ,2018/11/3,"56,545,129.13"
002624.SZ,2018/11/3,"416,678,107.00"
002614.SZ,2018/11/3,"46,089,900.00"
002609.SZ,2018/11/3,"249,946,842.82"
002601.SZ,2018/11/3,"354,039,516.10"
002591.SZ,2018/11/3,"6,955,746.96"
002572.SZ,2018/11/3,"94,787,364.45"
002570.SZ,2018/11/3,"53,826,894.28"
002548.SZ,2018/11/3,"93,043,230.01"
002537.SZ,2018/11/3,"89,065,027.60"
002511.SZ,2018/11/3,"21,645,048.94"
002456.SZ,2018/11/3,
002435.SZ,2018/11/3,"59,304,339.88"
002364.SZ,2018/11/3,
002277.SZ,2018/11/3,"81,359,253.48"
002233.SZ,2018/11/3,"10,432,000.00"
002221.SZ,2018/11/3,"158,464,804.48"
002197.SZ,2018/11/3,"27,891,403.45"
002174.SZ,2018/11/3,"472,901,207.35"
002145.SZ,2018/11/3,"123,550,139.41"
002127.SZ,2018/11/3,"6,894,628.80"
002123.SZ,2018/11/3,"14,983,551.50"
002121.SZ,2018/11/3,
002103.SZ,2018/11/3,"59,075,000.00"
002089.SZ,2018/11/3,"9,998,502.60"
002074.SZ,2018/11/3,"119,050,241.03"
002027.SZ,2018/11/3,"400,110,795.50"
002002.SZ,2018/11/3,"27,993,997.41"
000976.SZ,2018/11/3,
000975.SZ,2018/11/3,"26,689,842.05"
000672.SZ,2018/11/3,"39,995,177.00"
000667.SZ,2018/11/3,"37,120,411.95"
000338.SZ,2018/11/3,"99,997,314.28"
603898.SH,2018/11/2,"22,757,129.14"
603858.SH,2018/11/2,
603808.SH,2018/11/2,"5,937,148.00"
603058.SH,2018/11/2,"17,127,265.00"
603001.SH,2018/11/2,"39,060,082.24"
601567.SH,2018/11/2,"74,980,615.53"
601225.SH,2018/11/2,"498,109,972.27"
601222.SH,2018/11/2,"99,594,711.64"
600577.SH,2018/11/2,"96,006,451.14"
600572.SH,2018/11/2,"75,914,922.63"
600510.SH,2018/11/2,"9,296,324.00"
600388.SH,2018/11/2,"31,337,091.76"
600337.SH,2018/11/2,"151,795,285.59"
600285.SH,2018/11/2,"5,044,135.00"
600280.SH,2018/11/2,"18,695,840.40"
300582.SZ,2018/11/2,"11,809,128.50"
300415.SZ,2018/11/2,"20,499,371.70"
300393.SZ,2018/11/2,"99,604,690.29"
300382.SZ,2018/11/2,"3,910,043.00"
300382.SZ,2018/11/2,"4,998,371.00"
300346.SZ,2018/11/2,"1,666,679.54"
300305.SZ,2018/11/2,"12,000,000.00"
300289.SZ,2018/11/2,"19,369,745.68"
300250.SZ,2018/11/2,"15,887,513.72"
300233.SZ,2018/11/2,"35,513,388.67"
300221.SZ,2018/11/2,"15,465,686.99"
300196.SZ,2018/11/2,"47,895,274.85"
300193.SZ,2018/11/2,"2,999,359.00"
300179.SZ,2018/11/2,"11,745,656.00"
300159.SZ,2018/11/2,"17,528,851.00"
300137.SZ,2018/11/2,"10,830,773.20"
300125.SZ,2018/11/2,"29,239,642.34"
300109.SZ,2018/11/2,"100,497,826.65"
300097.SZ,2018/11/2,"62,557,504.49"
300095.SZ,2018/11/2,"41,045,985.61"
300081.SZ,2018/11/2,
300067.SZ,2018/11/2,"20,859,959.00"
300065.SZ,2018/11/2,"89,596,295.50"
300005.SZ,2018/11/2,"20,960,654.58"
002861.SZ,2018/11/2,"40,018,631.00"
002661.SZ,2018/11/2,"4,954,588.00"
002599.SZ,2018/11/2,"48,791,214.35"
002570.SZ,2018/11/2,"44,356,196.28"
002567.SZ,2018/11/2,"21,780,672.49"
002562.SZ,2018/11/2,"4,999,121.66"
002559.SZ,2018/11/2,"22,693,154.00"
002540.SZ,2018/11/2,"51,083,265.31"
002519.SZ,2018/11/2,"8,541,474.85"
002517.SZ,2018/11/2,"8,251,000.00"
002516.SZ,2018/11/2,"40,333,427.96"
002503.SZ,2018/11/2,"80,769,658.92"
002488.SZ,2018/11/2,"47,352,590.30"
002403.SZ,2018/11/2,"64,833,272.28"
002388.SZ,2018/11/2,
002381.SZ,2018/11/2,"62,766,343.61"
002380.SZ,2018/11/2,"38,283,500.00"
002360.SZ,2018/11/2,"28,860,437.00"
002355.SZ,2018/11/2,"30,184,780.52"
002349.SZ,2018/11/2,"92,188,769.28"
002345.SZ,2018/11/2,"88,033,058.00"
002275.SZ,2018/11/2,"8,151,909.91"
002271.SZ,2018/11/2,"351,510,210.88"
002241.SZ,2018/11/2,"215,097,992.90"
002240.SZ,2018/11/2,"20,095,700.00"
002212.SZ,2018/11/2,"20,380,286.30"
002152.SZ,2018/11/2,"99,345,889.68"
002148.SZ,2018/11/2,"52,880,923.86"
002111.SZ,2018/11/2,"12,331,450.49"
002099.SZ,2018/11/2,"164,697,595.77"
002083.SZ,2018/11/2,"30,281,400.00"
002047.SZ,2018/11/2,"43,110,540.00"
002043.SZ,2018/11/2,"88,350,958.37"
002036.SZ,2018/11/2,"17,936,968.72"
002020.SZ,2018/11/2,"147,172,400.00"
002004.SZ,2018/11/2,"227,256,488.13"
000989.SZ,2018/11/2,"169,712,685.69"
000902.SZ,2018/11/2,"11,169,555.26"
000861.SZ,2018/11/2,"144,447,120.40"
000821.SZ,2018/11/2,"23,420,245.12"
000560.SZ,2018/11/2,"182,156,512.41"
000426.SZ,2018/11/2,"199,875,800.00"
000333.SZ,2018/11/2,"1,799,726,974.66"
000159.SZ,2018/11/2,"421,745.00"
603858.SH,2018/11/1,
601636.SH,2018/11/1,"102,322,800.00"
601137.SH,2018/11/1,"81,269,236.34"
600633.SH,2018/11/1,"99,649,927.78"
600070.SH,2018/11/1,"11,013,262.96"
300639.SZ,2018/11/1,"52,523,031.62"
300612.SZ,2018/11/1,
300421.SZ,2018/11/1,"40,999,185.67"
300418.SZ,2018/11/1,"119,264,116.77"
300396.SZ,2018/11/1,"1,960,597.00"
300379.SZ,2018/11/1,"137,186,384.35"
300342.SZ,2018/11/1,"53,019,713.02"
300214.SZ,2018/11/1,"2,963,489.00"
300209.SZ,2018/11/1,"93,818,594.24"
300206.SZ,2018/11/1,"993,549.00"
300195.SZ,2018/11/1,"115,113,619.61"
300118.SZ,2018/11/1,"69,928,130.15"
300098.SZ,2018/11/1,"24,800,747.98"
300061.SZ,2018/11/1,"33,874,188.56"
300031.SZ,2018/11/1,"152,020,652.00"
002772.SZ,2018/11/1,"4,999,489.00"
002705.SZ,2018/11/1,"26,022,788.94"
002592.SZ,2018/11/1,"198,608,998.40"
002301.SZ,2018/11/1,"36,992,751.91"
002191.SZ,2018/11/1,"230,222,172.45"
002008.SZ,2018/11/1,"489,998,280.49"
000813.SZ,2018/11/1,"132,657,438.49"
000683.SZ,2018/11/1,"244,671,700.00"
600285.SH,2018/10/31,"5,044,135.00"
300204.SZ,2018/10/31,
300067.SZ,2018/10/31,"10,539,484.20"
002360.SZ,2018/10/31,"22,508,568.00"
002145.SZ,2018/10/31,"123,550,139.41"
002127.SZ,2018/10/31,
000826.SZ,2018/10/31,
603003.SH,2018/10/30,"220,358,830.51"
601567.SH,2018/10/30,"74,980,615.53"
600896.SH,2018/10/30,"1,514,249.00"
600482.SH,2018/10/30,
600478.SH,2018/10/30,
600232.SH,2018/10/30,
600070.SH,2018/10/30,
300363.SZ,2018/10/30,"63,664,222.10"
300342.SZ,2018/10/30,"51,875,609.36"
300206.SZ,2018/10/30,"993,549.00"
002601.SZ,2018/10/30,"284,428,498.39"
002564.SZ,2018/10/30,
002511.SZ,2018/10/30,
002456.SZ,2018/10/30,
002381.SZ,2018/10/30,"58,503,863.70"
002380.SZ,2018/10/30,"33,009,800.00"
002361.SZ,2018/10/30,"98,540,264.50"
002221.SZ,2018/10/30,"30,738,227.00"
002206.SZ,2018/10/30,
002008.SZ,2018/10/30,"389,998,793.63"
603979.SH,2018/10/29,"38,746,332.76"
603808.SH,2018/10/29,"3,500,953.00"
603001.SH,2018/10/29,"39,060,082.24"
601388.SH,2018/10/29,"5,305,160.00"
600986.SH,2018/10/29,"19,999,451.85"
600804.SH,2018/10/29,"402,455,499.00"
600699.SH,2018/10/29,"1,555,000,359.74"
600633.SH,2018/10/29,"99,437,570.93"
600535.SH,2018/10/29,"68,160,012.22"
600400.SH,2018/10/29,"368,544,288.78"
600337.SH,2018/10/29,"139,374,893.63"
600300.SH,2018/10/29,"61,918,109.25"
600297.SH,2018/10/29,"208,113,744.60"
600280.SH,2018/10/29,"7,009,594.11"
600155.SH,2018/10/29,"137,420,478.02"
300582.SZ,2018/10/29,"9,550.00"
002275.SZ,2018/10/29,"985,284.00"
002099.SZ,2018/10/29,"161,183,860.24"
601225.SH,2018/10/27,"298,925,629.10"
600896.SH,2018/10/27,
600318.SH,2018/10/27,
300469.SZ,2018/10/27,
002570.SZ,2018/10/27,"33,322,575.86"
603667.SH,2018/10/26,"2,701,024.60"
603377.SH,2018/10/26,"9,213,423.57"
300396.SZ,2018/10/26,
300346.SZ,2018/10/25,
002519.SZ,2018/10/25,"2,083,950.40"
002240.SZ,2018/10/25,"2,999,174.00"
300067.SZ,2018/10/24,
002488.SZ,2018/10/24,"33,742,808.80"
002388.SZ,2018/10/24,
002380.SZ,2018/10/24,"12,255,784.78"
002361.SZ,2018/10/24,"83,633,754.90"
000902.SZ,2018/10/24,"1,229,063.96"
000887.SZ,2018/10/24,
603667.SH,2018/10/23,
002570.SZ,2018/10/23,
002221.SZ,2018/10/23,
002043.SZ,2018/10/23,"54,678,600.00"
002008.SZ,2018/10/23,"82,835,349.46"
002772.SZ,2018/10/22,
603716.SH,2018/10/20,"49,998,632.70"
600392.SH,2018/10/20,
600330.SH,2018/10/20,"7,500,924.48"
600280.SH,2018/10/20,"4,944,652.72"
002833.SZ,2018/10/20,
002380.SZ,2018/10/20,
600280.SH,2018/10/19,
002385.SZ,2018/10/19,"346,749,382.08"
000976.SZ,2018/10/19,
601636.SH,2018/10/18,"95,715,164.28"
600285.SH,2018/10/18,
600155.SH,2018/10/18,"137,420,478.02"
002004.SZ,2018/10/18,"215,987,069.90"
603003.SH,2018/10/17,"220,358,830.51"
601225.SH,2018/10/17,
300250.SZ,2018/10/17,"1,956,610.00"
300097.SZ,2018/10/17,"60,557,205.08"
002562.SZ,2018/10/17,
002308.SZ,2018/10/17,"29,999,484.26"
002240.SZ,2018/10/17,
002212.SZ,2018/10/17,"20,380,286.30"
002099.SZ,2018/10/17,"127,662,665.47"
000989.SZ,2018/10/17,"169,712,685.69"
603678.SH,2018/10/16,"5,506,535.21"
600330.SH,2018/10/16,
300206.SZ,2018/10/16,
002656.SZ,2018/10/16,
002611.SZ,2018/10/16,"57,051,500.00"
002602.SZ,2018/10/16,
002191.SZ,2018/10/16,"218,286,646.01"
300113.SZ,2018/10/15,"6,469,094.68"
603808.SH,2018/10/13,"3,500,953.00"
603678.SH,2018/10/13,
600804.SH,2018/10/13,"377,877,209.00"
600736.SH,2018/10/13,"260,618,941.76"
600703.SH,2018/10/13,"35,092,620.76"
600351.SH,2018/10/13,"64,988,677.08"
300190.SZ,2018/10/13,"93,502,983.94"
300137.SZ,2018/10/13,"10,830,773.20"
002592.SZ,2018/10/13,"185,045,729.30"
002308.SZ,2018/10/13,"19,999,949.48"
002191.SZ,2018/10/13,"214,714,982.10"
002123.SZ,2018/10/13,"14,983,551.50"
601388.SH,2018/10/12,"2,999,860.00"
601222.SH,2018/10/12,"99,594,711.64"
600577.SH,2018/10/12,"96,006,451.14"
600572.SH,2018/10/12,"18,104,488.39"
300421.SZ,2018/10/12,"38,608,782.73"
300382.SZ,2018/10/12,"1,088,328.00"
300379.SZ,2018/10/12,"120,151,309.48"
300363.SZ,2018/10/12,"58,145,663.10"
300363.SZ,2018/10/12,"63,207,050.10"
300250.SZ,2018/10/12,
300115.SZ,2018/10/12,
300065.SZ,2018/10/12,"87,282,902.50"
300031.SZ,2018/10/12,"146,582,100.00"
002519.SZ,2018/10/12,
002191.SZ,2018/10/12,"201,805,491.90"
000861.SZ,2018/10/12,"129,970,149.36"
603058.SH,2018/10/11,"2,131,375.80"
600986.SH,2018/10/11,"19,999,451.85"
600641.SH,2018/10/11,"16,726,738.60"
600400.SH,2018/10/11,"352,567,866.84"
600240.SH,2018/10/11,
300125.SZ,2018/10/11,"26,374,713.40"
002611.SZ,2018/10/11,"10,400,300.00"
002517.SZ,2018/10/11,"4,805,300.00"
002364.SZ,2018/10/11,
002241.SZ,2018/10/11,"30,956,904.00"
000902.SZ,2018/10/11,
603180.SH,2018/10/10,"18,178,002.00"
603017.SH,2018/10/10,"43,984,245.78"
601388.SH,2018/10/10,
601222.SH,2018/10/10,"67,625,956.63"
601137.SH,2018/10/10,"76,195,229.47"
600811.SH,2018/10/10,
600736.SH,2018/10/10,"257,612,445.76"
600699.SH,2018/10/10,"1,520,047,354.71"
600351.SH,2018/10/10,"49,991,880.11"
600201.SH,2018/10/10,"29,988,989.00"
600187.SH,2018/10/10,"89,940,683.26"
600173.SH,2018/10/10,"61,858,863.81"
300641.SZ,2018/10/10,"20,011,764.79"
300382.SZ,2018/10/10,
300379.SZ,2018/10/10,"80,794,595.11"
300363.SZ,2018/10/10,"49,864,500.27"
300363.SZ,2018/10/10,"52,860,780.27"
300305.SZ,2018/10/10,"4,999,791.38"
300213.SZ,2018/10/10,"16,523,591.02"
300190.SZ,2018/10/10,"49,957,214.24"
002751.SZ,2018/10/10,"6,519,390.00"
002624.SZ,2018/10/10,"346,135,820.00"
002614.SZ,2018/10/10,"6,571,759.68"
002609.SZ,2018/10/10,"249,946,842.82"
002567.SZ,2018/10/10,"7,815,226.16"
002537.SZ,2018/10/10,"50,026,403.67"
002434.SZ,2018/10/10,"124,645,797.31"
002334.SZ,2018/10/10,"38,269,477.00"
002308.SZ,2018/10/10,
002275.SZ,2018/10/10,
002197.SZ,2018/10/10,"12,999,163.02"
002174.SZ,2018/10/10,"460,193,464.06"
002148.SZ,2018/10/10,"48,113,657.86"
002145.SZ,2018/10/10,"86,712,288.15"
002104.SZ,2018/10/10,"3,584,390.37"
002103.SZ,2018/10/10,"59,075,000.00"
002047.SZ,2018/10/10,"32,768,275.00"
002002.SZ,2018/10/10,"24,699,756.41"
000861.SZ,2018/10/10,"112,092,001.63"
000813.SZ,2018/10/10,"124,300,981.86"
000333.SZ,2018/10/10,"1,799,726,974.66"
000159.SZ,2018/10/10,
603979.SH,2018/10/9,"30,683,833.39"
603898.SH,2018/10/9,"9,999,271.04"
603716.SH,2018/10/9,"41,357,718.26"
603188.SH,2018/10/9,"53,665,517.29"
603058.SH,2018/10/9,
603003.SH,2018/10/9,"180,187,449.92"
603003.SH,2018/10/9,"175,449,127.92"
603001.SH,2018/10/9,"27,830,650.92"
601636.SH,2018/10/9,"52,322,987.33"
601567.SH,2018/10/9,"64,267,953.82"
601311.SH,2018/10/9,"15,488,651.27"
600804.SH,2018/10/9,"265,136,594.00"
600633.SH,2018/10/9,"38,965,634.63"
600577.SH,2018/10/9,"57,803,268.38"
600410.SH,2018/10/9,"9,784,238.18"
600388.SH,2018/10/9,
600337.SH,2018/10/9,"91,312,962.18"
600300.SH,2018/10/9,"33,021,405.69"
600297.SH,2018/10/9,"184,137,145.51"
600293.SH,2018/10/9,"9,993,556.17"
600155.SH,2018/10/9,"93,139,913.78"
300492.SZ,2018/10/9,"4,683,385.00"
300484.SZ,2018/10/9,"4,905,358.22"
300421.SZ,2018/10/9,"18,999,632.95"
300393.SZ,2018/10/9,"99,604,690.29"
300379.SZ,2018/10/9,"40,464,342.31"
300342.SZ,2018/10/9,"21,479,809.76"
300324.SZ,2018/10/9,"207,652,493.25"
300221.SZ,2018/10/9,"15,465,686.99"
300214.SZ,2018/10/9,
300193.SZ,2018/10/9,"2,999,359.00"
300179.SZ,2018/10/9,"6,239,559.00"
300113.SZ,2018/10/9,
300097.SZ,2018/10/9,"6,557,754.41"
300065.SZ,2018/10/9,"82,383,322.48"
300054.SZ,2018/10/9,"147,001,157.92"
300005.SZ,2018/10/9,"20,960,654.58"
002861.SZ,2018/10/9,"24,722,215.00"
002775.SZ,2018/10/9,"46,233,883.29"
002661.SZ,2018/10/9,"4,954,588.00"
002619.SZ,2018/10/9,"8,917,199.20"
002611.SZ,2018/10/9,
002601.SZ,2018/10/9,"107,654,904.12"
